05-04-2023 11:12:30.408 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-02-2023 11:48:17.237 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1092. Threads monitoring is enabled with response timeout set to 8000 ms.
06-02-2023 11:58:30.117 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fbef5bee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1501 is busy !? Starting to trace with timeout=8000 ms interval.
06-02-2023 11:58:38.121 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fbef5bee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1501 is busy !? Starting to trace with timeout=8000 ms interval.
06-02-2023 11:58:46.126 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fbef5bee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1501 is busy !? Starting to trace with timeout=8000 ms interval.
06-02-2023 11:58:54.127 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fbef5bee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1501 is busy !? Starting to trace with timeout=8000 ms interval.
06-02-2023 11:59:02.129 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fbef5bee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1501 is busy !? Starting to trace with timeout=8000 ms interval.
06-02-2023 12:15:52.118 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-02-2023 12:15:52.121 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1091. Threads monitoring is enabled with response timeout set to 8000 ms.
06-04-2023 09:43:07.774 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-04-2023 09:43:07.777 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1093. Threads monitoring is enabled with response timeout set to 8000 ms.
06-04-2023 09:56:33.783 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-04-2023 09:56:33.785 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1092. Threads monitoring is enabled with response timeout set to 8000 ms.
06-04-2023 10:06:47.269 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7f9177fee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1556 is busy !? Starting to trace with timeout=8000 ms interval.
06-04-2023 10:06:55.271 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7f9177fee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1556 is busy !? Starting to trace with timeout=8000 ms interval.
06-04-2023 10:07:03.274 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7f9177fee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1556 is busy !? Starting to trace with timeout=8000 ms interval.
06-04-2023 10:07:11.275 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7f9177fee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1556 is busy !? Starting to trace with timeout=8000 ms interval.
06-04-2023 10:07:19.275 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7f9177fee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1556 is busy !? Starting to trace with timeout=8000 ms interval.
06-04-2023 14:19:37.410 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-04-2023 14:19:37.414 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1078. Threads monitoring is enabled with response timeout set to 8000 ms.
06-04-2023 15:20:20.049 +0000 INFO  Watchdog - Stopping WatchdogThread.
06-05-2023 15:58:57.470 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-05-2023 15:58:57.473 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1062. Threads monitoring is enabled with response timeout set to 8000 ms.
06-06-2023 13:15:17.934 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fe4147ee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1350 is busy !? Starting to trace with timeout=8000 ms interval.
06-06-2023 13:15:25.936 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fe4147ee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1350 is busy !? Starting to trace with timeout=8000 ms interval.
06-06-2023 13:15:33.937 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fe4147ee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1350 is busy !? Starting to trace with timeout=8000 ms interval.
06-06-2023 13:15:41.938 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fe4147ee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1350 is busy !? Starting to trace with timeout=8000 ms interval.
06-06-2023 13:15:49.939 +0000 INFO  Watchdog - No response received from IMonitoredThread=0x7fe4147ee830 within elapsed=8000 ms. Looks like thread_name="TelemetryMetricBuffer" thread_id=1350 is busy !? Starting to trace with timeout=8000 ms interval.
06-06-2023 14:27:02.456 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-06-2023 14:27:02.456 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1078. Threads monitoring is enabled with response timeout set to 8000 ms.
06-06-2023 14:32:25.358 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-06-2023 14:32:25.360 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1079. Threads monitoring is enabled with response timeout set to 8000 ms.
06-07-2023 10:33:39.459 +0000 INFO  WatchdogActions - WatchdogActionsManager reload started.
06-07-2023 10:33:39.460 +0000 INFO  Watchdog - Starting WatchdogThread for process pid=1078. Threads monitoring is enabled with response timeout set to 8000 ms.
